merchant_key,merchant_name,public_entity,ticker,exchange,listing_status,financial_data_level,provider_set,provider_count,public_match_audit_status,official_url_candidates,confirmed_bnpl_adoption_date,confirmed_bnpl_provider,confirmed_date_type,confirmed_evidence_strength,confirmed_evidence_source_type,confirmed_evidence_url,confirmed_evidence_quote_or_note,weak_provider_directory_first_observed_date,weak_provider_directory_provider,weak_provider_directory_url,weak_provider_directory_wayback_url,weak_provider_directory_cdx_error,research_notes
buffalo,Buffalo,Buffalo Inc.,6676.T,Tokyo Stock Exchange,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/6676.T,,,,,,,,2022/5/28,zip,https://zip.co/us/store/buffalo,http://web.archive.org/web/20220528100255/https://zip.co/us/store/buffalo,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
caviar,Caviar,International Caviar Corporation SA,AMAL.RO,BVB,direct_public,merchant_level,zip,1,exclude_false_public_match,https://caviar.n76h.net/c/2053114/983218/9401; https://finance.yahoo.com/quote/AMAL.RO,,,,,,,,2021/12/9,zip,https://zip.co/us/store/caviar,http://web.archive.org/web/20211209040311/https://zip.co/us/store/caviar,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
coursera,Coursera,"Coursera, Inc.",COUR,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/COUR,,,,,,,,2021/9/21,zip,https://zip.co/us/store/coursera,http://web.archive.org/web/20210921002044/https://zip.co/us/store/coursera,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
cricut,Cricut,"Cricut, Inc.",CRCT,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/CRCT,,,,,,,,,,,,cdx https://zip.co/us/store/cricut: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/cricut: TimeoutError: The read operation timed out,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
davidstea,DAVIDsTEA,DAVIDsTEA Inc.,DTEAF,OTC Markets,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/DTEAF,,,,,,,,2021/9/27,zip,https://zip.co/us/store/davidstea,http://web.archive.org/web/20210927194643/https://zip.co/us/store/davidstea,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
electrolux,Electrolux,AB Electrolux (publ),ELXA.F,Frankfurt,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://electrolux.sjv.io/XYkMmg; https://finance.yahoo.com/quote/ELXA.F,,,,,,,,,,,,cdx https://zip.co/us/store/electrolux: URLError: <urlopen error [Errno 54] Connection reset by peer>,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
etsy,Etsy,"Etsy, Inc.",ETSY,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/ETSY,,,,,,,,2021/9/20,zip,https://zip.co/us/store/etsy,http://web.archive.org/web/20210920223859/https://zip.co/us/store/etsy,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
fila,Fila,FILA Holdings Corp.,081660.KS,Korea Exchange,subsidiary_of_public,parent_level,zip,1,confirmed_or_manually_mapped_public,https://www.filaholdings.com/,,,,,,,,2022/5/24,zip,https://zip.co/us/store/fila,http://web.archive.org/web/20220524213716/https://zip.co/us/store/fila,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
frontier,Frontier,"J Frontier Co.,Ltd.",2934.T,Tokyo Stock Exchange,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/2934.T,,,,,,,,2021/9/22,zip,https://zip.co/us/store/frontier,http://web.archive.org/web/20210922024916/https://zip.co/us/store/frontier,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
goodyear,Goodyear,The Goodyear Tire & Rubber Company,GT,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://www.goodyear.com/; https://finance.yahoo.com/quote/GT,,,,,,,,2021/9/27,zip,https://zip.co/us/store/goodyear-tire,http://web.archive.org/web/20210927195430/https://zip.co/us/store/goodyear-tire,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
graco,Graco,Newell Brands Inc.,NWL,NASDAQ,subsidiary_of_public,parent_level,zip,1,confirmed_or_manually_mapped_public,https://www.newellbrands.com/our-brands/graco,,,,,,,,2021/9/22,zip,https://zip.co/us/store/graco,http://web.archive.org/web/20210922015337/https://zip.co/us/store/graco,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
greenchef,GreenChef,GREENCHEF APPLIANCES LTD,GREENCHEF-SM.NS,NSE,direct_public,merchant_level,zip,1,exclude_false_public_match,https://greenchefus.pxf.io/c/2053114/3278937/41440; https://www.greenchef.com:443/plans; https://finance.yahoo.com/quote/GREENCHEF-SM.NS,,,,,,,,2022/5/28,zip,https://zip.co/us/store/green-chef,http://web.archive.org/web/20220528234701/https://zip.co/us/store/green-chef,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
hellofresh,Hellofresh,HelloFresh SE,HFG.DE,XETRA,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/HFG.DE,,,,,,,,2021/9/22,zip,https://zip.co/us/store/hello-fresh,http://web.archive.org/web/20210922033355/https://zip.co/us/store/hello-fresh,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
kalmar,Kalmar,Kalmar Oyj,XK2.F,Frankfurt,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/XK2.F,,,,,,,,2022/5/23,zip,https://zip.co/us/store/kalmar,http://web.archive.org/web/20220523014050/https://zip.co/us/store/kalmar,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
lgelectronics,LGElectronics,LG Electronics Inc.,066575.KS,Korea,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/066575.KS,,,,,,,,2023/6/8,zip,https://zip.co/us/store/lg-electronics,http://web.archive.org/web/20230608173026/https://zip.co/us/store/lg-electronics,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
lemonade,Lemonade,"Lemonade, Inc.",LMND,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://www.lemonade.com/renters; https://finance.yahoo.com/quote/LMND,,,,,,,,2026/1/13,zip,https://zip.co/us/store/lemonade,http://web.archive.org/web/20260113052213/https://zip.co/us/store/lemonade,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
lulus,Lulus,"Lulu's Fashion Lounge Holdings, Inc.",LVLU,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://lulusfashionloungellc.sjv.io/XmWQ6b; https://finance.yahoo.com/quote/LVLU,,,,,,,,2022/5/21,zip,https://zip.co/us/store/lulus,http://web.archive.org/web/20220521033723/https://zip.co/us/store/lulus,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
lyft,Lyft,"Lyft, Inc.",LYFT,NASDAQ,direct_public,merchant_level,affirm,1,auto_single_provider_public_candidate_needs_review,https://lyft.com/; https://www.lyft.com/; https://finance.yahoo.com/quote/LYFT,,,,,,,,,,,,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
marshalls,Marshalls,Marshalls plc,MSLH.L,London,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/MSLH.L,,,,,,,,,,,,cdx https://zip.co/us/store/marshalls: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/marshalls: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
microsoft,Microsoft,Microsoft Corporation,MSFT,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/MSFT,,,,,,,,,,,,cdx https://zip.co/us/store/microsoft: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/microsoft: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
mizuno,Mizuno,Mizuno Corporation,8022.T,Tokyo Stock Exchange,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/8022.T,,,,,,,,,,,,cdx https://zip.co/us/store/mizuno: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/mizuno: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
mobvoi,Mobvoi,Mobvoi Inc.,2438.HK,Hong Kong,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://mobvoi.m4ibck.net/m5KxDe; https://www.mobvoi.com/; https://finance.yahoo.com/quote/2438.HK,,,,,,,,,,,,cdx https://zip.co/us/store/mobvoi: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/mobvoi: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
monnalisa,Monnalisa,Monnalisa S.p.A.,MNL.MI,Milan,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/MNL.MI,,,,,,,,,,,,cdx https://zip.co/us/store/monnalisa: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/monnalisa: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
nelnet,Nelnet,"Nelnet, Inc.",NNI,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/NNI,,,,,,,,,,,,cdx https://zip.co/us/store/nelnet: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/nelnet: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
netflix,Netflix,"Netflix, Inc.",NFLX,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/NFLX,,,,,,,,,,,,cdx https://zip.co/us/store/netflix: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/netflix: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
norden,Norden,Dampskibsselskabet Norden A/S,DNORD.CO,Copenhagen,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/DNORD.CO,,,,,,,,,,,,cdx https://zip.co/us/store/norden: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/norden: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
olympus,Olympus,Olympus Corporation,7733.T,Tokyo Stock Exchange,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/7733.T,,,,,,,,,,,,cdx https://zip.co/us/store/olympus: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/olympus: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
overstock,Overstock,Overstock.com Inc,OVER.SG,Stuttgart,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/OVER.SG,,,,,,,,,,,,cdx https://zip.co/us/store/overstock: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/overstock: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
pgande,PG&E,PG&E Corporation,PCG,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/PCG,,,,,,,,,,,,cdx https://zip.co/us/store/pg-and-e: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/pg-and-e: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
parker,Parker,Parker Corporation,9845.T,Tokyo Stock Exchange,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/9845.T,,,,,,,,,,,,cdx https://zip.co/us/store/parker: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/parker: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
polaris,Polaris,Polaris Inc.,PII,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://www.polaris.com/en-us/; https://finance.yahoo.com/quote/PII,,,,,,,,,,,,cdx https://zip.co/us/store/polaris: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/polaris: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
prada,Prada,Prada S.p.A.,PRDSY,OTC Markets,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/PRDSY,,,,,,,,,,,,cdx https://zip.co/us/store/prada: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/prada: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
salomon,Salomon,Salomon A. Angel Ltd.,ANGL.TA,Tel Aviv,direct_public,merchant_level,zip,1,exclude_false_public_match,https://salomon.pxf.io/DWV0n5; https://www.salomon.com/en-us; https://finance.yahoo.com/quote/ANGL.TA,,,,,,,,,,,,cdx https://zip.co/us/store/salomon: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/salomon: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
samsonite,Samsonite,Samsonite Group S.A.,1910.HK,Hong Kong,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/1910.HK,,,,,,,,,,,,cdx https://zip.co/us/store/samsonite: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/samsonite: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
sanlorenzo,SanLorenzo,Sanlorenzo S.p.A.,SNLRF,OTC Markets,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/SNLRF,,,,,,,,,,,,cdx https://zip.co/us/store/san-lorenzo: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/san-lorenzo: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
scholastic,Scholastic,Scholastic Corporation,SCHL,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/SCHL,,,,,,,,,,,,cdx https://zip.co/us/store/scholastic: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/scholastic: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
shark,Shark,"SharkNinja, Inc.",SN,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://sharkninja.sjv.io/19JWx9; https://www.sharkninja.com/; https://finance.yahoo.com/quote/SN,,,,,,,,,,,,cdx https://zip.co/us/store/shark: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/shark: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
shiseido,Shiseido,"Shiseido Company, Limited",4911.T,Tokyo Stock Exchange,direct_public,merchant_level,afterpay,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/4911.T,,,,,,,,,,,,cdx https://www.afterpay.com/en-us/stores/shiseido: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://www.afterpay.com/en-us/stores/shiseido: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
sixt,Sixt,Sixt SE,0NW7.IL,International Orderbook - London,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/0NW7.IL,,,,,,,,,,,,cdx https://zip.co/us/store/sixt: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/sixt: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
smith,Smith,Safilo Group S.p.A.,SFL.MI,Borsa Italiana,subsidiary_of_public,parent_level,zip,1,confirmed_or_manually_mapped_public,https://www.safilogroup.com/en/brands/smith,,,,,,,,,,,,cdx https://zip.co/us/store/smith: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/smith: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
supreme,Supreme,SUPREME,0330.KL,Kuala Lumpur Stock Exchange,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/0330.KL,,,,,,,,,,,,cdx https://zip.co/us/store/supreme: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/supreme: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
trackandfield,Track&Field,Track & Field Co S.A.,TFCO4.SA,São Paulo,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/TFCO4.SA,,,,,,,,,,,,cdx https://zip.co/us/store/track-field: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/track-field: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
travelers,Travelers,"The Travelers Companies, Inc.",TRV,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/TRV,,,,,,,,,,,,cdx https://zip.co/us/store/travelers: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/travelers: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
tripadvisor,Tripadvisor,"Tripadvisor, Inc.",TRIP,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/TRIP,,,,,,,,,,,,cdx https://zip.co/us/store/tripadvisor: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/tripadvisor: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
trivago,Trivago,trivago N.V.,TRVG,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/TRVG,,,,,,,,,,,,cdx https://zip.co/us/store/trivago: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/trivago: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
trueand,True&Co,True Corporation Public Company Limited,TRUE.BK,SET,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/TRUE.BK,,,,,,,,,,,,cdx https://zip.co/us/store/true-co: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/true-co: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
verizon,Verizon,Verizon Communications Inc.,VZ,NYSE,direct_public,merchant_level,klarna,1,auto_single_provider_public_candidate_needs_review,https://www.verizon.com/; https://finance.yahoo.com/quote/VZ,,,,,,,,,,,,cdx https://www.klarna.com/us/store/6e5f4be0-529e-4f1d-b808-13236b290c84/verizon/pay-with-klarna/: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://www.klarna.com/us/store/6e5f4be0-529e-4f1d-b808-13236b290c84/verizon/pay-with-klarna/: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
vince,Vince,Vince Holding Corp.,VNCE,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/VNCE,,,,,,,,,,,,cdx https://zip.co/us/store/vince: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/vince: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
wegmans,Wegmans,Wegmans Holdings Berhad,0197.KL,Kuala Lumpur Stock Exchange,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/0197.KL,,,,,,,,,,,,cdx https://zip.co/us/store/wegmans: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/wegmans: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
wolford,Wolford,Wolford Aktiengesellschaft,WOF.F,Frankfurt,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/WOF.F,,,,,,,,,,,,cdx https://zip.co/us/store/wolford: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/wolford: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
adish,adish,"adish Co., Ltd.",7093.T,Tokyo Stock Exchange,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/7093.T,,,,,,,,,,,,cdx https://zip.co/us/store/adish: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/adish: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
adobe,adobe,Adobe Inc.,ADBE,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/ADBE,,,,,,,,,,,,cdx https://zip.co/us/store/adobe: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/adobe: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
allstate,allstate,The Allstate Corporation,ALL,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/ALL,,,,,,,,,,,,cdx https://zip.co/us/store/allstate: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/allstate: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
andersons,andersons,"The Andersons, Inc.",ANDE,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/ANDE,,,,,,,,,,,,cdx https://zip.co/us/store/andersons: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/andersons: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
box,box,"Box, Inc.",BOX,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/BOX,,,,,,,,,,,,cdx https://zip.co/us/store/box: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/box: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
breton,breton,"Breton Technology Co., Ltd.",1333.HK,Hong Kong,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/1333.HK,,,,,,,,,,,,cdx https://zip.co/us/store/breton: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/breton: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
burberry,burberry,Burberry Group plc,BURBY,OTC Markets,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://burberry.prf.hn/click/camref:1011l5v68d; https://www.burberry.com/; https://finance.yahoo.com/quote/BURBY,,,,,,,,,,,,cdx https://zip.co/us/store/burberry: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/burberry: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
canon,canon,Canon Inc.,7751.T,Tokyo Stock Exchange,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/7751.T,,,,,,,,,,,,cdx https://zip.co/us/store/canon: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/canon: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
casablanca,casablanca,Casablanca Group Limited,2223.HK,Hong Kong,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/2223.HK,,,,,,,,,,,,cdx https://zip.co/us/store/casablanca: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/casablanca: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
cato,cato,The Cato Corporation,CATO,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/CATO,,,,,,,,,,,,cdx https://zip.co/us/store/cato: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/cato: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
